quantity_match,unit_match,price_match,price_per_unit_match,is_promo,promo_price_per_unit_match,brand,description,image_url,origin,price,price_per_unit,product_id,promo_price,shelter_child,shelter_main,shelter_parent,url,shelter,is_available,clean_name,ean,is_frozen
0.22,kg,2.19,9.95,False,2.19,,Rillettes du Mans à l'ancienne Nos Régions ont du Talent 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734564&use=l&cat=p&typeid=i,,2.19 €,9.95 € / kg,5401,2.19 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5401-Rillettes-du-Mans-a-lancienne.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes fondue l'ancienne pont-l'évêque fondue île,3564709000572,False
0.22,kg,2.81,12.77,False,2.81,,Rillettes du Mans Prunier Fermier label rouge pot - 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1613031&use=l&cat=p&typeid=i,,2.81 €,12.77 € / kg,27407,2.81 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27407-Rillettes-du-Mans-Prunier.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes fondue mie la rouge sapotille,3350240040111,False
0.4,kg,3.13,7.83,False,3.13,Bordeau Chesnel,Rillettes Bordeau Chesnel Du Mans pur porc - Pot 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1727514&use=l&cat=p&typeid=i,,3.13 €,7.83 € / kg,50927,3.13 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-50927-Rillettes-Bordeau-Chesnel.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes au el fondue porc sapotille,3024720020329,false
0.22,kg,2.01,9.14,False,2.01,Bordeau Chesnel,Rillettes Bordeau Chesnel Du mans - 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1748354&use=l&cat=p&typeid=i,,2.01 €,9.14 € / kg,81383,2.01 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81383-Rillettes-Bordeau-Chesnel.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes au el fondue,3024720022422,False
0.22,kg,1.11,5.05,False,1.11,,Rillettes du Mans Tradilège 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1409877&use=l&cat=p&typeid=i,,1.11 €,5.05 € / kg,18245,1.11 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18245-Rillettes-du-Mans-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes fondue di,3661112054953,False
0.4,kg,4.1,10.25,False,4.1,Bordeau Chesnel,Rillettes porc Bordeau Chesnel Sans graisse ajoutée - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1727517&use=l&cat=p&typeid=i,,4.10 €,10.25 € / kg,80509,4.10 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-80509-Rillettes-porc-Bordeau-Chesnel.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes porc au el grasse,3024720020343,False
0.22,kg,2.38,10.82,False,2.38,Bordeau Chesnel,Rillettes porc Bordeau Chesnel Sans graisse ajoutée VPF 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1727523&use=l&cat=p&typeid=i,,2.38 €,10.82 € / kg,81816,2.38 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81816-Rillettes-porc-Bordeau-Chesnel.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes porc au el grasse,3024720022439,False
0.4,kg,2.58,6.45,False,2.58,,Rillettes Tradilège poulet rôti 400g Format familial,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240803&use=l&cat=p&typeid=i,,2.58 €,6.45 € / kg,34851,2.58 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34851-Rillettes-Tradilege-poulet-roti.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes di poulet rôti,3661112069346,False
0.22,kg,1.35,6.14,False,1.35,,Rillettes Tradilège poulet rôti 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240139&use=l&cat=p&typeid=i,,1.35 €,6.14 € / kg,34841,1.35 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34841-Rillettes-Tradilege-poulet-roti.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes di poulet rôti,3661112069339,False
0.11,kg,1.24,11.27,False,1.24,,Rillettes Tradilège poulet 110g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240226&use=l&cat=p&typeid=i,,1.24 €,11.27 € / kg,37867,1.24 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-37867-Rillettes-Tradilege-poulet.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes di poulet,3661112069438,False
0.22,kg,2.22,10.09,False,2.22,Bordeau Chesnel,Rillettes Bordeau Chesnel Poulet rôti - 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1727526&use=l&cat=p&typeid=i,,2.22 €,10.09 € / kg,48200,2.22 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48200-Rillettes-Bordeau-Chesnel.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes au el poulet rôti,3024720026895,False
0.22,kg,1.97,8.95,False,1.97,,Rillettes de canard Tradilège 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1287692&use=l&cat=p&typeid=i,,1.97 €,8.95 € / kg,40081,1.97 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-40081-Rillettes-de-canard-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,rillettes de canard di,3661112069445,False
0.18,kg,1.14,6.33,False,1.14,,Mousse de foie Tradilège Supérieure 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1410754&use=l&cat=p&typeid=i,,1.14 €,6.33 € / kg,18235,1.14 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18235-Mousse-de-foie-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,mousse de foie di,3661112051792,False
0.1,kg,0.9,9.0,False,0.9,,Mousse de foie Tradilège 2x50g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1406273&use=l&cat=p&typeid=i,,0.90 €,9.00 € / kg,18236,0.90 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18236-Mousse-de-foie-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,mousse de foie di 5,3661112051860,False
0.18,kg,1.46,8.11,False,1.46,Madrange,Mousse de canard Madrange Au porto - 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1561060&use=l&cat=p&typeid=i,,1.46 €,8.11 € / kg,74381,1.46 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-74381-Mousse-de-canard-Madrange.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,mousse de canard au porto,3180940084302,False
0.18,kg,1.2,6.67,False,1.2,,Mousse de canard Tradilège 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1407097&use=l&cat=p&typeid=i,,1.20 €,6.67 € / kg,18238,1.20 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18238-Mousse-de-canard-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,mousse de canard di,3661112056254,False
0.1,kg,0.85,8.5,False,0.85,,Mousse de canard Tradilège 2x50g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1406276&use=l&cat=p&typeid=i,,0.85 €,8.50 € / kg,18240,0.85 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18240-Mousse-de-canard-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,mousse de canard di 5,3661112056339,False
0.1,kg,0.97,9.7,False,0.97,,Duo pâté / mousse Tradilège Canard 2x50g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1406279&use=l&cat=p&typeid=i,,0.97 €,9.70 € / kg,30099,0.97 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30099-Duo-pate-mousse-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,pâté mousse di canard 5,3661112057213,False
0.22,kg,2.19,9.95,False,2.19,Fleury Michon,Mousse de canard Fleury Michon A la crème 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1736398&use=l&cat=p&typeid=i,,2.19 €,9.95 € / kg,34946,2.19 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34946-Mousse-de-canard-Fleury-Michon.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,mousse de canard fleur sarasin la crème,3095756220014,False
0.18,kg,1.62,9.0,False,1.62,Madrange,Terrine de campagne Madrange 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1729818&use=l&cat=p&typeid=i,,1.62 €,9.00 € / kg,75578,1.62 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-75578-Terrine-de-campagne-Madrange.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,terrine de campagne,3180940084296,False
0.18,kg,1.14,6.33,False,1.14,,Pâté de campagne Tradilège Supérieur 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1413066&use=l&cat=p&typeid=i,,1.14 €,6.33 € / kg,18241,1.14 €,"Foies gras, pâtés et rillettes",Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18241-Pate-de-campagne-Tradilege.aspx,"['Frais', 'Charcuteries', 'Foies gras, pâtés et rillettes']",,pâté de campagne di,3661112051778,False
0.2,kg,3.97,19.85,False,3.97,Bio Village,Saucisson sec Bio Village 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1699843&use=l&cat=p&typeid=i,,3.97 €,19.85 € / kg,20665,3.97 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20665-Saucisson-sec-Bio-Village.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec la,3564707089791,False
0.3,kg,4.99,16.63,False,4.99,,Saucisse sèche d'auvergne Nos Régions ont du Talent 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1286203&use=l&cat=p&typeid=i,,4.99 €,16.63 € / kg,5405,4.99 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5405-Saucisse-seche-dauvergne.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisse séchée d'Auvergne pont-l'évêque fondue île 3,3564709008622,False
0.3,kg,4.99,16.63,False,4.99,,Saucisson sec d'auvergne Nos Régions ont du Talent 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=720397&use=l&cat=p&typeid=i,,4.99 €,16.63 € / kg,5406,4.99 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5406-Saucisson-sec-dauvergne.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec d'Auvergne pont-l'évêque fondue île 3,3564709008660,False
0.28,kg,4.4,15.71,False,4.4,,Saucisson sec fleur gris-vert Nos Régions ont du Talent 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1237715&use=l&cat=p&typeid=i,,4.40 €,15.71 € / kg,8683,4.40 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-8683-Saucisson-sec-fleur-gris-vert.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec fleur vert pont-l'évêque fondue île,3564709041209,False
0.25,kg,3.98,15.92,False,3.98,,Saucisson sec de savoie Nos Régions ont du Talent 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=735717&use=l&cat=p&typeid=i,,3.98 €,15.92 € / kg,14119,3.98 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-14119-Saucisson-sec-de-savoie.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec de Savoie pont-l'évêque fondue île 5,3564709031996,False
0.25,kg,3.66,14.64,False,3.66,Justin Bridou,Saucisson sec Justin Bridou Aux noisettes - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1716016&use=l&cat=p&typeid=i,,3.66 €,14.64 € / kg,20375,3.66 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20375-Saucisson-sec-Justin-Bridou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec jus aux noisettes 5,3449851140553,False
0.275,kg,3.05,11.09,False,3.05,Justin Bridou,Saucisse sèche Justin Bridou La juste sèche nature 275g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1716025&use=l&cat=p&typeid=i,,3.05 €,11.09 € / kg,40003,3.05 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-40003-Saucisse-seche-Justin-Bridou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisse séchée jus la jus séchée nature 5,3449865241116,False
0.25,kg,3.46,13.84,False,3.46,Justin Bridou,Bâton de berger Justin Bridou 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1718965&use=l&cat=p&typeid=i,,3.46 €,13.84 € / kg,93032,3.46 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93032-Baton-de-berger-Justin-Bridou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,bâton de jus 5,3449865293139,False
0.25,kg,2.46,9.84,False,2.46,,Saucisse sèche Saint Azay Qualité supérieure - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1428787&use=l&cat=p&typeid=i,,2.46 €,9.84 € / kg,2114,2.46 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-2114-Saucisse-seche-Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisse séchée saint 5,3564700012246,False
0.17,kg,1.92,11.29,False,1.92,,Fuet catalan Saint Azay 170g,https://fd4-photos.leclercdrive.fr/image.ashx?id=780670&use=l&cat=p&typeid=i,,1.92 €,11.29 € / kg,40101,1.92 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-40101-Fuet-catalan-Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,fuet la saint,3564700745281,False
0.3,kg,2.91,9.7,False,2.91,,Saucisse sèche Saint Azay Qualité supérieure - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1434524&use=l&cat=p&typeid=i,,2.91 €,9.70 € / kg,1032,2.91 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1032-Saucisse-seche-Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisse séchée saint 3,3564700012253,False
0.25,kg,2.89,11.56,False,2.89,,Saucisson sec Saint-Azay Pur porc - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1428297&use=l&cat=p&typeid=i,,2.89 €,11.56 € / kg,56975,2.89 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-56975-Saucisson-sec-Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec saint porc 5,3564700854785,False
0.15,kg,3.06,20.4,False,3.06,Aoste,Saucisse sèche fuet Aoste 150g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1620334&use=l&cat=p&typeid=i,,3.06 €,20.40 € / kg,81825,3.06 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81825-Saucisse-seche-fuet-Aoste.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisse séchée fuet 5,3449865248719,False
0.365,kg,4.29,11.75,False,4.29,Cochonou,Saucisson Cochonou le Généreux 365g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1715011&use=l&cat=p&typeid=i,,4.29 €,11.75 € / kg,31206,4.29 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-31206-Saucisson-Cochonou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson île 5,3071500419958,False
0.24,kg,3.4,14.17,False,3.4,Cochonou,Saucisson classique Cochonou 240g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1718968&use=l&cat=p&typeid=i,,3.40 €,14.17 € / kg,93034,3.40 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93034-Saucisson-classique-Cochonou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson la,3449865293757,False
0.25,kg,3.46,13.84,False,3.46,Cochonou,Saucisse sèche Cochonou 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1718971&use=l&cat=p&typeid=i,,3.46 €,13.84 € / kg,93035,3.46 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93035-Saucisse-seche-Cochonou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisse séchée 5,3449865293832,False
0.1,kg,1.84,18.4,False,1.84,Justin Bridou,Bâton de Berger Justin Bridou Min,https://fd4-photos.leclercdrive.fr/image.ashx?id=1716022&use=l&cat=p&typeid=i,,1.84 €,18.40 € / kg,40004,1.84 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-40004-Baton-de-Berger-Justin-Bridou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,bâton de jus cumin,3449865240898,False
0.1,kg,1.91,19.1,False,1.91,Justin Bridou,Bâtons de Berger Justin Bridou Petits nature 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1716019&use=l&cat=p&typeid=i,,1.91 €,19.10 € / kg,26065,1.91 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26065-Batons-de-Berger-Justin-Bridou.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,bâton de jus petits nature,3449860415703,False
0.1,kg,1.56,15.6,False,1.56,,Saucisson sec Saint Azay Stick nature 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1188408&use=l&cat=p&typeid=i,,1.56 €,15.60 € / kg,40094,1.56 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-40094-Saucisson-sec-Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec saint nature,3564700744963,False
0.1,kg,1.64,16.4,False,1.64,,Saucisson sec Saint Azay Stick au noix 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1188411&use=l&cat=p&typeid=i,,1.64 €,16.40 € / kg,40092,1.64 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-40092-Saucisson-sec-Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec saint au noix,3564700745007,False
0.2,kg,3.7,18.5,False,3.7,,Saucisson Saint Agaûne  200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1730346&use=l&cat=p&typeid=i,,3.70 €,18.50 € / kg,52305,3.70 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-52305-Saucisson-Saint-Agaune-.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson saint,3450160005044,False
0.2,kg,3.85,19.25,False,3.85,,Saucisse Saint Agaûne  La fine - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1730349&use=l&cat=p&typeid=i,,3.85 €,19.25 € / kg,52304,3.85 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-52304-Saucisse-Saint-Agaune-.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisse saint la fines,3450160005051,False
0.12,kg,3.21,26.75,False,3.21,,Saucisson sec Saint Agaûne Au comté - 120g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1640183&use=l&cat=p&typeid=i,,3.21 €,26.75 € / kg,48186,3.21 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48186-Saucisson-sec-Saint-Agaune.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec saint au comté,3450160007956,False
0.07,kg,2.7,38.57,False,2.7,,Petites tranches Saint-Agaûne  Délicatement fumé - 70g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1640141&use=l&cat=p&typeid=i,,2.70 €,38.57 € / kg,83864,2.70 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-83864-Petites-tranches-Saint-Agaune-.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,petite saint en fumé,3450160001848,False
0.07,kg,2.7,38.57,False,2.7,,Petites tranches Saint-Agaûne Nature - 70g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1642673&use=l&cat=p&typeid=i,,2.70 €,38.57 € / kg,83852,2.70 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-83852-Petites-tranches-Saint-Agaune.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,petite saint nature,3450160001831,False
0.18,kg,3.4,18.89,False,3.4,,Chorizo doux St Agaune   180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1730355&use=l&cat=p&typeid=i,,3.40 €,18.89 € / kg,50929,3.40 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-50929-Chorizo-doux-St-Agaune-.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,chorizo doux rumsteak au,3450160007680,False
0.32,kg,5.65,17.66,False,5.65,,Saucisson Saint Agaûne  320g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1730352&use=l&cat=p&typeid=i,,5.65 €,17.66 € / kg,81191,5.65 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81191-Saucisson-Saint-Agaune-.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson saint 3,3450160007024,False
0.2,kg,2.59,12.95,False,2.59,,Saucisson sec Saint Azay Spécialité 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1075173&use=l&cat=p&typeid=i,,2.59 €,12.95 € / kg,21686,2.59 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-21686-Saucisson-sec-Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson sec saint spécialité,3564700563878,False
0.2,kg,3.51,17.55,False,3.51,,Spécialité chorizo - Saint Azay Spécialité de chorizo - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1184964&use=l&cat=p&typeid=i,,3.51 €,17.55 € / kg,54369,3.51 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-54369-Specialite-chorizo---Saint-Azay.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,spécialité chorizo saint spécialité de chorizo,3564700798065,False
0.4,kg,5.73,14.33,False,5.73,,Rosette traditionnelle pur porc Nos Régions ont du Talent 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1194590&use=l&cat=p&typeid=i,,5.73 €,14.33 € / kg,5635,5.73 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5635-Rosette-traditionnelle-pur-porc.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,rosette île porc pont-l'évêque fondue île,3564709020457,False
0.3,kg,1.73,5.77,False,1.73,,Saucisson à l'ail Tradilège Fumé - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=756331&use=l&cat=p&typeid=i,,1.73 €,5.77 € / kg,18259,1.73 €,Saucissons entiers et Chorizo,Frais,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18259-Saucisson-a-lail-Tradilege.aspx,"['Frais', 'Charcuteries', 'Saucissons entiers et Chorizo']",,saucisson l'ail di fumé 3,3661112055042,False
